0,59535790080.0,45324152832.0
1,49902178304.0,36154720256.0
2,40312561664.0,32275769344.0
3,38229422080.0,31727933440.0
4,37898588160.0,31045287936.0
5,37844250624.0,32008112128.0
6,37735501824.0,30507390976.0
7,37573144576.0,32365697024.0
8,37548392448.0,32380164096.0
9,37480153088.0,30367612928.0
10,37485490176.0,30832001024.0
11,37409013760.0,30314735616.0
12,37335040000.0,32372056064.0
13,37217107968.0,29940658176.0
14,37120315392.0,30258063360.0
15,37024215040.0,33883437056.0
16,36997771264.0,32295892992.0
17,37020078080.0,30169366528.0
18,36826812416.0,30144993280.0
19,36805582848.0,29920694272.0
20,36812230656.0,30318743552.0
21,36846465024.0,30610290688.0
22,36800561152.0,30466801664.0
23,36719034368.0,31304681472.0
24,36571607040.0,29988327424.0
