0,61471858688.0,41393078272.0
1,45043253248.0,34131499008.0
2,39858962432.0,31173289984.0
3,38221746176.0,33219919872.0
4,38061326336.0,31255834624.0
5,37953273856.0,30801096704.0
6,37694488576.0,30115381248.0
7,37653917696.0,30613475328.0
8,37421424640.0,33032505344.0
9,37356556288.0,30082101248.0
10,37329891328.0,35575205888.0
11,37393440768.0,31238852608.0
12,37117558784.0,30254841856.0
13,37139177472.0,30329378816.0
14,37093888000.0,29891391488.0
15,36913954816.0,31786598400.0
16,36885737472.0,31016998912.0
17,36773081088.0,30681587712.0
18,36594999296.0,30021627904.0
19,36618260480.0,30962268160.0
20,36676255744.0,29889548288.0
21,36658704384.0,29996986368.0
22,36570923008.0,30321453056.0
23,36615352320.0,31029999616.0
24,36592459776.0,32299438080.0
