0,61016412160.0,42558054400.0
1,46020538368.0,33283510272.0
2,39126257664.0,31419262976.0
3,38074875904.0,31183816704.0
4,37857771520.0,32652333056.0
5,37776535552.0,30522165248.0
6,37686366208.0,30045222912.0
7,37621186560.0,30240124928.0
8,37573767168.0,30424664064.0
9,37339906048.0,30331265024.0
10,37242814464.0,30283210752.0
11,37098962944.0,31561007104.0
12,37068726272.0,31505666048.0
13,37061242880.0,30144700416.0
14,37037117440.0,31006603264.0
15,37089120256.0,31036524544.0
16,37001916416.0,30715510784.0
17,36996050944.0,30020859904.0
18,37056724992.0,31481247744.0
19,36883062784.0,29953748992.0
20,36866019328.0,31460050944.0
21,36815749120.0,33144576000.0
22,36796731392.0,30139332608.0
23,36911132672.0,30458753024.0
24,36974395392.0,30371844096.0
