0,62120181760.0,39321686016.0
1,43158102016.0,31738963968.0
2,38674137088.0,31184537600.0
3,37970219008.0,30764537856.0
4,37887709184.0,30821699584.0
5,37836369920.0,30408331264.0
6,37660090368.0,33247819776.0
7,37524738048.0,32020172800.0
8,37414158336.0,31303561216.0
9,37381091328.0,30091659264.0
10,37300600832.0,29714892800.0
11,37250699264.0,30464493568.0
12,37147705344.0,30399733760.0
13,36978761728.0,30704699392.0
14,36944093184.0,29980045312.0
15,36815757312.0,31460192256.0
16,36716621824.0,29900285952.0
17,36913143808.0,30695124992.0
18,36916539392.0,29960331264.0
19,36760584192.0,29547720704.0
20,36782993408.0,30619727872.0
21,36636188672.0,30918580224.0
22,36657426432.0,30423693312.0
23,36546953216.0,30313193472.0
24,36721041408.0,30239756288.0
