0,63027306496.0,43685195776.0
1,47424569344.0,35295809536.0
2,40573206528.0,32514289664.0
3,38758490112.0,32219072512.0
4,38013210624.0,31698941952.0
5,37704306688.0,31922036736.0
6,37588025344.0,31098361856.0
7,37503471616.0,29776328704.0
8,37318553600.0,30096318464.0
9,37164204032.0,30017841152.0
10,37189713920.0,30471313408.0
11,37108649984.0,30130831360.0
12,37109211136.0,30158071808.0
13,37118275584.0,30255714304.0
14,36958470144.0,30063779840.0
15,36820144128.0,31303249920.0
16,36830900224.0,30553757696.0
17,36738940928.0,29946073088.0
18,36766179328.0,32328521728.0
19,36781142016.0,30133708800.0
20,36619309056.0,30386706432.0
21,36595552256.0,30404667392.0
22,36676227072.0,31885891584.0
23,36465586176.0,30044176384.0
24,36461441024.0,30130667520.0
