0,64052273152.0,43662356480.0
1,47167578112.0,36229324800.0
2,40710516736.0,31881603072.0
3,38434230272.0,31851186176.0
4,38003331072.0,30749941760.0
5,37893861376.0,31128094720.0
6,37707206656.0,30277507072.0
7,37392789504.0,30670278656.0
8,37377769472.0,30709293056.0
9,37136793600.0,30987816960.0
10,37207015424.0,30230679552.0
11,36941885440.0,30315853824.0
12,37042282496.0,32840181760.0
13,37038985216.0,30351646720.0
14,36918161408.0,29906780160.0
15,36962480128.0,30136195072.0
16,36842049536.0,30273009664.0
17,36786548736.0,30445869056.0
18,36772237312.0,30710011904.0
19,36619272192.0,30126884864.0
20,36686934016.0,30041714688.0
21,36812664832.0,29878806528.0
22,36763918336.0,31039686656.0
23,36703367168.0,32708358144.0
24,36800077824.0,30535213056.0
