0,60325691392.0,42817179648.0
1,46714286080.0,35029131264.0
2,40015818752.0,30773334016.0
3,38479806464.0,33759213568.0
4,38118227968.0,30412247040.0
5,37721985024.0,31185850368.0
6,37743206400.0,33422231552.0
7,37553016832.0,32183216128.0
8,37458333696.0,30079987712.0
9,37319176192.0,30461999104.0
10,37380136960.0,29857525760.0
11,37281214464.0,30599469056.0
12,37243662336.0,29832128512.0
13,37222604800.0,30927958016.0
14,37156581376.0,29978062848.0
15,37172633600.0,30120568832.0
16,37094203392.0,30784827392.0
17,37164417024.0,30299396096.0
18,37038047232.0,30224056320.0
19,37083684864.0,30558386176.0
20,37016498176.0,30181933056.0
21,36994727936.0,30777577472.0
22,36884242432.0,30501277696.0
23,36908204032.0,32018135040.0
24,36933591040.0,32403632128.0
