0,61772091392.0,41869905920.0
1,46275010560.0,34466598912.0
2,40105725952.0,32331591680.0
3,38356250624.0,31245422592.0
4,38008029184.0,30923870208.0
5,37920747520.0,30760693760.0
6,37929648128.0,30823393280.0
7,37760626688.0,30027358208.0
8,37565943808.0,33603985408.0
9,37477990400.0,30458839040.0
10,37366759424.0,31850991616.0
11,37242028032.0,31202193408.0
12,37195395072.0,30877577216.0
13,37100261376.0,30455494656.0
14,37054636032.0,31708774400.0
15,37022818304.0,30972387328.0
16,36961042432.0,31213221888.0
17,37051650048.0,30327115776.0
18,36925779968.0,31222751232.0
19,36799193088.0,31551365120.0
20,36699910144.0,32214306816.0
21,36642095104.0,29974284288.0
22,36644642816.0,30374443008.0
23,36618375168.0,29849962496.0
24,36638048256.0,29746833408.0

