0,60629184512.0,41883197440.0
1,46829367296.0,35751976960.0
2,40722997248.0,32024006656.0
3,38700367872.0,32719601664.0
4,38307532800.0,31778629632.0
5,37935550464.0,31352297472.0
6,37826457600.0,31080361984.0
7,37771431936.0,30650841088.0
8,37492977664.0,30499631104.0
9,37570412544.0,30491422720.0
10,37466636288.0,31626874880.0
11,37467062272.0,30029651968.0
12,37353623552.0,29910482944.0
13,37329268736.0,30004725760.0
14,37274636288.0,30407258112.0
15,37244338176.0,29977208832.0
16,37127364608.0,29979721728.0
17,37172273152.0,32819351552.0
18,37189087232.0,29593024512.0
19,37096288256.0,30292801536.0
20,36945276928.0,29691162624.0
21,36960759808.0,31241216000.0
22,36935581696.0,30130409472.0
23,36907175936.0,30260639744.0
24,37062553600.0,29757360128.0
