0,61316546560.0,40932749312.0
1,45335568384.0,34333218816.0
2,40031420416.0,34526818304.0
3,38669373440.0,30941345792.0
4,38191718400.0,31030374400.0
5,37982597120.0,30684575744.0
6,37782605824.0,33067352064.0
7,37617946624.0,30466762752.0
8,37661265920.0,30826866688.0
9,37547290624.0,30386735104.0
10,37469306880.0,30578409472.0
11,37516476416.0,30101360640.0
12,37610524672.0,30386137088.0
13,37353775104.0,31059632128.0
14,37338447872.0,31995088896.0
15,37404946432.0,32100280320.0
16,37378244608.0,35249213440.0
17,37353496576.0,32151042048.0
18,37357854720.0,33381396480.0
19,37333954560.0,30010767360.0
20,37248479232.0,31224711168.0
21,37290749952.0,30048845824.0
22,37251936256.0,31727480832.0
23,37197426688.0,30102405120.0
24,37191528448.0,30809169920.0
